Lead_ID,Stage_Name,Stage_Status,Stage_Date,Drop_Reason
HL10422,Loan Disbursed,Pending,10/7/2024,
HL10423,Lead Contacted,Completed,1/19/2025,
HL10423,Lead Qualified,Dropped,1/27/2025,Customer not reachable
HL10423,Document Collection,Pending,1/28/2025,
HL10423,Credit Check,Pending,2/1/2025,
HL10423,Property Valuation,Pending,2/8/2025,
HL10423,Legal Verification,Pending,2/16/2025,
HL10423,Sanction Approved,Pending,2/23/2025,
HL10423,Loan Disbursed,Pending,2/26/2025,
HL10424,Lead Contacted,Completed,2/4/2025,
HL10424,Lead Qualified,Dropped,2/10/2025,Low eligibility
HL10424,Document Collection,Pending,2/19/2025,
HL10424,Credit Check,Pending,2/28/2025,
HL10424,Property Valuation,Pending,3/7/2025,
HL10424,Legal Verification,Pending,3/15/2025,
HL10424,Sanction Approved,Pending,3/21/2025,
HL10424,Loan Disbursed,Pending,3/22/2025,
HL10425,Lead Contacted,Completed,1/16/2024,
HL10425,Lead Qualified,Completed,1/24/2024,
HL10425,Document Collection,Completed,1/26/2024,
HL10425,Credit Check,Completed,2/1/2024,
HL10425,Property Valuation,Completed,2/3/2024,
HL10425,Legal Verification,Dropped,2/10/2024,Customer not reachable
HL10425,Sanction Approved,Pending,2/15/2024,
HL10425,Loan Disbursed,Pending,2/20/2024,
HL10426,Lead Contacted,Completed,12/30/2024,
HL10426,Lead Qualified,Completed,1/8/2025,
HL10426,Document Collection,Completed,1/12/2025,
HL10426,Credit Check,Completed,1/13/2025,
HL10426,Property Valuation,Completed,1/18/2025,
HL10426,Legal Verification,Completed,1/20/2025,
HL10426,Sanction Approved,Completed,1/28/2025,
HL10426,Loan Disbursed,Completed,2/4/2025,
HL10427,Lead Contacted,Completed,5/13/2024,
HL10427,Lead Qualified,Completed,5/22/2024,
HL10427,Document Collection,Dropped,5/31/2024,Document incomplete
HL10427,Credit Check,Pending,6/4/2024,
HL10427,Property Valuation,Pending,6/8/2024,
HL10427,Legal Verification,Pending,6/10/2024,
HL10427,Sanction Approved,Pending,6/11/2024,
HL10427,Loan Disbursed,Pending,6/15/2024,
HL10428,Lead Contacted,Dropped,7/5/2024,Customer not reachable
HL10428,Lead Qualified,Pending,7/7/2024,
HL10428,Document Collection,Pending,7/15/2024,
HL10428,Credit Check,Pending,7/16/2024,
HL10428,Property Valuation,Pending,7/17/2024,
HL10428,Legal Verification,Pending,7/21/2024,
HL10428,Sanction Approved,Pending,7/28/2024,
HL10428,Loan Disbursed,Pending,8/6/2024,
HL10429,Lead Contacted,Completed,1/28/2025,
HL10429,Lead Qualified,Completed,1/30/2025,
HL10429,Document Collection,Completed,2/2/2025,
HL10429,Credit Check,Completed,2/10/2025,
HL10429,Property Valuation,Completed,2/13/2025,
HL10429,Legal Verification,Completed,2/17/2025,
HL10429,Sanction Approved,Completed,2/25/2025,
HL10429,Loan Disbursed,Completed,3/5/2025,
HL10430,Lead Contacted,Completed,7/18/2024,
HL10430,Lead Qualified,Completed,7/23/2024,
HL10430,Document Collection,Completed,7/29/2024,
HL10430,Credit Check,Completed,8/2/2024,
HL10430,Property Valuation,Completed,8/3/2024,
HL10430,Legal Verification,Completed,8/8/2024,
HL10430,Sanction Approved,Completed,8/11/2024,
HL10430,Loan Disbursed,Completed,8/12/2024,
HL10431,Lead Contacted,Completed,4/6/2024,
HL10431,Lead Qualified,Completed,4/14/2024,
HL10431,Document Collection,Completed,4/15/2024,
HL10431,Credit Check,Completed,4/22/2024,
HL10431,Property Valuation,Completed,4/27/2024,
HL10431,Legal Verification,Completed,4/29/2024,
HL10431,Sanction Approved,Completed,5/8/2024,
HL10431,Loan Disbursed,Completed,5/13/2024,
HL10432,Lead Contacted,Completed,1/6/2025,
HL10432,Lead Qualified,Completed,1/12/2025,
HL10432,Document Collection,Completed,1/16/2025,
HL10432,Credit Check,Completed,1/18/2025,
HL10432,Property Valuation,Completed,1/21/2025,
HL10432,Legal Verification,Completed,1/30/2025,
HL10432,Sanction Approved,Completed,2/8/2025,
HL10432,Loan Disbursed,Completed,2/13/2025,
HL10433,Lead Contacted,Dropped,8/27/2024,High FOIR
HL10433,Lead Qualified,Pending,9/1/2024,
HL10433,Document Collection,Pending,9/9/2024,
HL10433,Credit Check,Pending,9/10/2024,
HL10433,Property Valuation,Pending,9/15/2024,
HL10433,Legal Verification,Pending,9/16/2024,
HL10433,Sanction Approved,Pending,9/22/2024,
HL10433,Loan Disbursed,Pending,9/29/2024,
HL10434,Lead Contacted,Completed,3/23/2024,
HL10434,Lead Qualified,Completed,3/28/2024,
HL10434,Document Collection,Completed,4/4/2024,
HL10434,Credit Check,Completed,4/7/2024,
HL10434,Property Valuation,Completed,4/13/2024,
HL10434,Legal Verification,Completed,4/17/2024,
HL10434,Sanction Approved,Completed,4/26/2024,
HL10434,Loan Disbursed,Completed,5/2/2024,
HL10435,Lead Contacted,Completed,4/1/2024,
HL10435,Lead Qualified,Completed,4/4/2024,
HL10435,Document Collection,Completed,4/9/2024,
HL10435,Credit Check,Completed,4/13/2024,
HL10435,Property Valuation,Completed,4/17/2024,
HL10435,Legal Verification,Completed,4/21/2024,
HL10435,Sanction Approved,Completed,4/30/2024,
HL10435,Loan Disbursed,Completed,5/6/2024,
HL10436,Lead Contacted,Completed,2/8/2024,
HL10436,Lead Qualified,Dropped,2/17/2024,Changed mind
HL10436,Document Collection,Pending,2/23/2024,
HL10436,Credit Check,Pending,2/28/2024,
HL10436,Property Valuation,Pending,3/2/2024,
HL10436,Legal Verification,Pending,3/7/2024,
HL10436,Sanction Approved,Pending,3/10/2024,
HL10436,Loan Disbursed,Pending,3/15/2024,
HL10437,Lead Contacted,Completed,8/9/2024,
HL10437,Lead Qualified,Completed,8/15/2024,
HL10437,Document Collection,Completed,8/19/2024,
HL10437,Credit Check,Completed,8/27/2024,
HL10437,Property Valuation,Completed,8/28/2024,
HL10437,Legal Verification,Completed,9/3/2024,
HL10437,Sanction Approved,Dropped,9/10/2024,Changed mind
HL10437,Loan Disbursed,Pending,9/17/2024,
HL10438,Lead Contacted,Dropped,2/20/2024,Customer not reachable
HL10438,Lead Qualified,Pending,2/22/2024,
HL10438,Document Collection,Pending,3/2/2024,
HL10438,Credit Check,Pending,3/7/2024,
HL10438,Property Valuation,Pending,3/15/2024,
HL10438,Legal Verification,Pending,3/20/2024,
HL10438,Sanction Approved,Pending,3/25/2024,
HL10438,Loan Disbursed,Pending,3/26/2024,
HL10439,Lead Contacted,Completed,9/25/2024,
HL10439,Lead Qualified,Completed,10/1/2024,
HL10439,Document Collection,Dropped,10/2/2024,Low eligibility
HL10439,Credit Check,Pending,10/11/2024,
HL10439,Property Valuation,Pending,10/19/2024,
HL10439,Legal Verification,Pending,10/20/2024,
HL10439,Sanction Approved,Pending,10/29/2024,
HL10439,Loan Disbursed,Pending,10/31/2024,
HL10440,Lead Contacted,Completed,6/1/2024,
HL10440,Lead Qualified,Completed,6/3/2024,
HL10440,Document Collection,Completed,6/4/2024,
HL10440,Credit Check,Dropped,6/6/2024,Changed mind
HL10440,Property Valuation,Pending,6/11/2024,
HL10440,Legal Verification,Pending,6/16/2024,
HL10440,Sanction Approved,Pending,6/19/2024,
HL10440,Loan Disbursed,Pending,6/22/2024,
HL10441,Lead Contacted,Completed,3/12/2024,
HL10441,Lead Qualified,Completed,3/16/2024,
HL10441,Document Collection,Completed,3/18/2024,
HL10441,Credit Check,Completed,3/22/2024,
HL10441,Property Valuation,Completed,3/26/2024,
HL10441,Legal Verification,Completed,3/29/2024,
HL10441,Sanction Approved,Completed,4/2/2024,
HL10441,Loan Disbursed,Completed,4/4/2024,
HL10442,Lead Contacted,Completed,3/4/2024,
HL10442,Lead Qualified,Completed,3/5/2024,
HL10442,Document Collection,Completed,3/7/2024,
HL10442,Credit Check,Completed,3/16/2024,
HL10442,Property Valuation,Completed,3/25/2024,
HL10442,Legal Verification,Completed,3/29/2024,
HL10442,Sanction Approved,Completed,4/4/2024,
HL10442,Loan Disbursed,Completed,4/13/2024,
HL10443,Lead Contacted,Completed,7/11/2024,
HL10443,Lead Qualified,Dropped,7/18/2024,Low eligibility
HL10443,Document Collection,Pending,7/26/2024,
HL10443,Credit Check,Pending,8/4/2024,
HL10443,Property Valuation,Pending,8/6/2024,
HL10443,Legal Verification,Pending,8/9/2024,
HL10443,Sanction Approved,Pending,8/11/2024,
HL10443,Loan Disbursed,Pending,8/18/2024,
HL10444,Lead Contacted,Completed,3/4/2024,
HL10444,Lead Qualified,Completed,3/6/2024,
HL10444,Document Collection,Completed,3/10/2024,
HL10444,Credit Check,Completed,3/13/2024,
HL10444,Property Valuation,Dropped,3/14/2024,Changed mind
HL10444,Legal Verification,Pending,3/20/2024,
HL10444,Sanction Approved,Pending,3/23/2024,
HL10444,Loan Disbursed,Pending,3/26/2024,
HL10445,Lead Contacted,Completed,11/7/2024,
HL10445,Lead Qualified,Completed,11/15/2024,
HL10445,Document Collection,Completed,11/22/2024,
HL10445,Credit Check,Completed,11/28/2024,
HL10445,Property Valuation,Completed,12/2/2024,
HL10445,Legal Verification,Completed,12/7/2024,
HL10445,Sanction Approved,Completed,12/14/2024,
HL10445,Loan Disbursed,Completed,12/15/2024,
HL10446,Lead Contacted,Dropped,10/24/2024,High FOIR
HL10446,Lead Qualified,Pending,10/27/2024,
HL10446,Document Collection,Pending,11/5/2024,
HL10446,Credit Check,Pending,11/9/2024,
HL10446,Property Valuation,Pending,11/18/2024,
HL10446,Legal Verification,Pending,11/21/2024,
HL10446,Sanction Approved,Pending,11/22/2024,
HL10446,Loan Disbursed,Pending,11/27/2024,
HL10447,Lead Contacted,Completed,6/16/2024,
HL10447,Lead Qualified,Dropped,6/18/2024,Low eligibility
HL10447,Document Collection,Pending,6/21/2024,
HL10447,Credit Check,Pending,6/26/2024,
HL10447,Property Valuation,Pending,6/30/2024,
HL10447,Legal Verification,Pending,7/2/2024,
HL10447,Sanction Approved,Pending,7/4/2024,
HL10447,Loan Disbursed,Pending,7/10/2024,
HL10448,Lead Contacted,Completed,6/25/2024,
HL10448,Lead Qualified,Completed,7/1/2024,
HL10448,Document Collection,Completed,7/2/2024,
HL10448,Credit Check,Completed,7/10/2024,
HL10448,Property Valuation,Dropped,7/14/2024,High FOIR
HL10448,Legal Verification,Pending,7/18/2024,
HL10448,Sanction Approved,Pending,7/22/2024,
HL10448,Loan Disbursed,Pending,7/28/2024,
HL10449,Lead Contacted,Completed,3/8/2024,
HL10449,Lead Qualified,Dropped,3/16/2024,Document incomplete
HL10449,Document Collection,Pending,3/24/2024,
HL10449,Credit Check,Pending,3/28/2024,
HL10449,Property Valuation,Pending,4/6/2024,
HL10449,Legal Verification,Pending,4/15/2024,
HL10449,Sanction Approved,Pending,4/20/2024,
HL10449,Loan Disbursed,Pending,4/26/2024,
HL10450,Lead Contacted,Completed,6/3/2024,
HL10450,Lead Qualified,Completed,6/7/2024,
HL10450,Document Collection,Completed,6/14/2024,
HL10450,Credit Check,Completed,6/17/2024,
HL10450,Property Valuation,Completed,6/20/2024,
HL10450,Legal Verification,Dropped,6/23/2024,Document incomplete
HL10450,Sanction Approved,Pending,7/2/2024,
HL10450,Loan Disbursed,Pending,7/3/2024,
HL10451,Lead Contacted,Completed,11/8/2024,
HL10451,Lead Qualified,Dropped,11/11/2024,Changed mind
HL10451,Document Collection,Pending,11/13/2024,
HL10451,Credit Check,Pending,11/22/2024,
HL10451,Property Valuation,Pending,11/26/2024,
HL10451,Legal Verification,Pending,12/2/2024,
HL10451,Sanction Approved,Pending,12/4/2024,
HL10451,Loan Disbursed,Pending,12/13/2024,
HL10452,Lead Contacted,Completed,6/14/2024,
HL10452,Lead Qualified,Dropped,6/18/2024,Customer not reachable
HL10452,Document Collection,Pending,6/25/2024,
HL10452,Credit Check,Pending,6/27/2024,
HL10452,Property Valuation,Pending,7/4/2024,
HL10452,Legal Verification,Pending,7/8/2024,
HL10452,Sanction Approved,Pending,7/12/2024,
HL10452,Loan Disbursed,Pending,7/13/2024,
HL10453,Lead Contacted,Completed,5/25/2024,
HL10453,Lead Qualified,Completed,5/29/2024,
HL10453,Document Collection,Completed,6/7/2024,
HL10453,Credit Check,Completed,6/14/2024,
HL10453,Property Valuation,Completed,6/15/2024,
HL10453,Legal Verification,Completed,6/21/2024,
HL10453,Sanction Approved,Completed,6/27/2024,
HL10453,Loan Disbursed,Completed,7/1/2024,
HL10454,Lead Contacted,Completed,12/5/2024,
HL10454,Lead Qualified,Completed,12/9/2024,
HL10454,Document Collection,Completed,12/17/2024,
HL10454,Credit Check,Dropped,12/24/2024,High FOIR
HL10454,Property Valuation,Pending,1/2/2025,
HL10454,Legal Verification,Pending,1/11/2025,
HL10454,Sanction Approved,Pending,1/16/2025,
HL10454,Loan Disbursed,Pending,1/17/2025,
HL10455,Lead Contacted,Completed,4/14/2024,
HL10455,Lead Qualified,Completed,4/15/2024,
HL10455,Document Collection,Dropped,4/19/2024,Changed mind
HL10455,Credit Check,Pending,4/20/2024,
HL10455,Property Valuation,Pending,4/27/2024,
HL10455,Legal Verification,Pending,5/5/2024,
HL10455,Sanction Approved,Pending,5/10/2024,
HL10455,Loan Disbursed,Pending,5/12/2024,
HL10456,Lead Contacted,Completed,8/15/2024,
HL10456,Lead Qualified,Completed,8/21/2024,
HL10456,Document Collection,Completed,8/26/2024,
HL10456,Credit Check,Completed,8/28/2024,
HL10456,Property Valuation,Completed,9/2/2024,
HL10456,Legal Verification,Completed,9/4/2024,
HL10456,Sanction Approved,Completed,9/9/2024,
HL10456,Loan Disbursed,Dropped,9/12/2024,Changed mind
HL10457,Lead Contacted,Dropped,2/14/2024,Changed mind
HL10457,Lead Qualified,Pending,2/18/2024,
HL10457,Document Collection,Pending,2/20/2024,
HL10457,Credit Check,Pending,2/24/2024,
HL10457,Property Valuation,Pending,2/27/2024,
HL10457,Legal Verification,Pending,3/7/2024,
HL10457,Sanction Approved,Pending,3/14/2024,
HL10457,Loan Disbursed,Pending,3/17/2024,
HL10458,Lead Contacted,Completed,10/26/2024,
HL10458,Lead Qualified,Completed,11/2/2024,
HL10458,Document Collection,Completed,11/7/2024,
HL10458,Credit Check,Dropped,11/9/2024,Customer not reachable
HL10458,Property Valuation,Pending,11/12/2024,
HL10458,Legal Verification,Pending,11/19/2024,
HL10458,Sanction Approved,Pending,11/27/2024,
HL10458,Loan Disbursed,Pending,11/28/2024,
HL10459,Lead Contacted,Dropped,1/21/2025,Changed mind
HL10459,Lead Qualified,Pending,1/24/2025,
HL10459,Document Collection,Pending,1/27/2025,
HL10459,Credit Check,Pending,2/4/2025,
HL10459,Property Valuation,Pending,2/8/2025,
HL10459,Legal Verification,Pending,2/16/2025,
HL10459,Sanction Approved,Pending,2/21/2025,
HL10459,Loan Disbursed,Pending,2/24/2025,
HL10460,Lead Contacted,Dropped,4/21/2024,Customer not reachable
HL10460,Lead Qualified,Pending,4/29/2024,
HL10460,Document Collection,Pending,5/5/2024,
HL10460,Credit Check,Pending,5/12/2024,
HL10460,Property Valuation,Pending,5/21/2024,
HL10460,Legal Verification,Pending,5/27/2024,
HL10460,Sanction Approved,Pending,5/30/2024,
HL10460,Loan Disbursed,Pending,6/2/2024,
HL10461,Lead Contacted,Completed,9/24/2024,
HL10461,Lead Qualified,Completed,9/25/2024,
HL10461,Document Collection,Completed,9/30/2024,
HL10461,Credit Check,Completed,10/8/2024,
HL10461,Property Valuation,Dropped,10/13/2024,Customer not reachable
HL10461,Legal Verification,Pending,10/21/2024,
HL10461,Sanction Approved,Pending,10/25/2024,
HL10461,Loan Disbursed,Pending,10/30/2024,
HL10462,Lead Contacted,Completed,4/7/2024,
HL10462,Lead Qualified,Completed,4/10/2024,
HL10462,Document Collection,Completed,4/15/2024,
HL10462,Credit Check,Completed,4/16/2024,
HL10462,Property Valuation,Dropped,4/22/2024,Document incomplete
HL10462,Legal Verification,Pending,4/23/2024,
HL10462,Sanction Approved,Pending,4/29/2024,
HL10462,Loan Disbursed,Pending,5/1/2024,
HL10463,Lead Contacted,Completed,9/21/2024,
HL10463,Lead Qualified,Dropped,9/27/2024,Customer not reachable
HL10463,Document Collection,Pending,10/3/2024,
HL10463,Credit Check,Pending,10/7/2024,
HL10463,Property Valuation,Pending,10/12/2024,
HL10463,Legal Verification,Pending,10/14/2024,
HL10463,Sanction Approved,Pending,10/22/2024,
HL10463,Loan Disbursed,Pending,10/29/2024,
HL10464,Lead Contacted,Completed,11/15/2024,
HL10464,Lead Qualified,Completed,11/20/2024,
HL10464,Document Collection,Completed,11/21/2024,
HL10464,Credit Check,Completed,11/24/2024,
HL10464,Property Valuation,Dropped,12/1/2024,Low eligibility
HL10464,Legal Verification,Pending,12/10/2024,
HL10464,Sanction Approved,Pending,12/15/2024,
HL10464,Loan Disbursed,Pending,12/19/2024,
HL10465,Lead Contacted,Completed,1/21/2025,
HL10465,Lead Qualified,Completed,1/26/2025,
HL10465,Document Collection,Dropped,1/28/2025,Document incomplete
HL10465,Credit Check,Pending,2/1/2025,
HL10465,Property Valuation,Pending,2/2/2025,
HL10465,Legal Verification,Pending,2/6/2025,
HL10465,Sanction Approved,Pending,2/13/2025,
HL10465,Loan Disbursed,Pending,2/16/2025,
HL10466,Lead Contacted,Completed,3/19/2024,
HL10466,Lead Qualified,Completed,3/20/2024,
HL10466,Document Collection,Completed,3/21/2024,
HL10466,Credit Check,Completed,3/28/2024,
HL10466,Property Valuation,Completed,4/1/2024,
HL10466,Legal Verification,Completed,4/7/2024,
HL10466,Sanction Approved,Completed,4/16/2024,
HL10466,Loan Disbursed,Completed,4/19/2024,
HL10467,Lead Contacted,Completed,8/10/2024,
HL10467,Lead Qualified,Completed,8/16/2024,
HL10467,Document Collection,Completed,8/24/2024,
HL10467,Credit Check,Dropped,8/30/2024,High FOIR
HL10467,Property Valuation,Pending,9/6/2024,
HL10467,Legal Verification,Pending,9/15/2024,
HL10467,Sanction Approved,Pending,9/19/2024,
HL10467,Loan Disbursed,Pending,9/24/2024,
HL10468,Lead Contacted,Completed,1/27/2024,
HL10468,Lead Qualified,Completed,2/1/2024,
HL10468,Document Collection,Completed,2/3/2024,
HL10468,Credit Check,Completed,2/5/2024,
HL10468,Property Valuation,Completed,2/10/2024,
HL10468,Legal Verification,Completed,2/16/2024,
HL10468,Sanction Approved,Dropped,2/21/2024,Changed mind
HL10468,Loan Disbursed,Pending,2/27/2024,
HL10469,Lead Contacted,Completed,4/10/2024,
HL10469,Lead Qualified,Completed,4/16/2024,
HL10469,Document Collection,Completed,4/20/2024,
HL10469,Credit Check,Completed,4/27/2024,
HL10469,Property Valuation,Completed,5/4/2024,
HL10469,Legal Verification,Completed,5/5/2024,
HL10469,Sanction Approved,Completed,5/10/2024,
HL10469,Loan Disbursed,Completed,5/13/2024,
HL10470,Lead Contacted,Completed,5/8/2024,
HL10470,Lead Qualified,Completed,5/15/2024,
HL10470,Document Collection,Dropped,5/23/2024,Changed mind
HL10470,Credit Check,Pending,5/30/2024,
HL10470,Property Valuation,Pending,6/7/2024,
HL10470,Legal Verification,Pending,6/10/2024,
HL10470,Sanction Approved,Pending,6/16/2024,
HL10470,Loan Disbursed,Pending,6/23/2024,
HL10471,Lead Contacted,Completed,3/21/2024,
HL10471,Lead Qualified,Completed,3/24/2024,
HL10471,Document Collection,Completed,3/29/2024,
HL10471,Credit Check,Completed,4/4/2024,
HL10471,Property Valuation,Completed,4/7/2024,
HL10471,Legal Verification,Completed,4/12/2024,
HL10471,Sanction Approved,Completed,4/15/2024,
HL10471,Loan Disbursed,Completed,4/21/2024,
HL10472,Lead Contacted,Completed,11/12/2024,
HL10472,Lead Qualified,Completed,11/18/2024,
HL10472,Document Collection,Completed,11/27/2024,
HL10472,Credit Check,Dropped,12/5/2024,High FOIR
HL10472,Property Valuation,Pending,12/12/2024,
HL10472,Legal Verification,Pending,12/19/2024,
HL10472,Sanction Approved,Pending,12/24/2024,
HL10472,Loan Disbursed,Pending,12/25/2024,
HL10473,Lead Contacted,Completed,9/3/2024,
HL10473,Lead Qualified,Completed,9/6/2024,
HL10473,Document Collection,Completed,9/9/2024,
HL10473,Credit Check,Completed,9/16/2024,
HL10473,Property Valuation,Completed,9/20/2024,
HL10473,Legal Verification,Dropped,9/25/2024,High FOIR
HL10473,Sanction Approved,Pending,10/1/2024,
HL10473,Loan Disbursed,Pending,10/8/2024,
HL10474,Lead Contacted,Completed,1/13/2025,
HL10474,Lead Qualified,Completed,1/20/2025,
HL10474,Document Collection,Dropped,1/27/2025,Document incomplete
HL10474,Credit Check,Pending,1/30/2025,
HL10474,Property Valuation,Pending,2/2/2025,
HL10474,Legal Verification,Pending,2/9/2025,
HL10474,Sanction Approved,Pending,2/11/2025,
HL10474,Loan Disbursed,Pending,2/13/2025,
HL10475,Lead Contacted,Completed,7/4/2024,
HL10475,Lead Qualified,Dropped,7/12/2024,Document incomplete
HL10475,Document Collection,Pending,7/19/2024,
HL10475,Credit Check,Pending,7/23/2024,
HL10475,Property Valuation,Pending,7/25/2024,
HL10475,Legal Verification,Pending,7/27/2024,
HL10475,Sanction Approved,Pending,7/31/2024,
HL10475,Loan Disbursed,Pending,8/6/2024,
HL10476,Lead Contacted,Completed,1/30/2024,
HL10476,Lead Qualified,Completed,2/7/2024,
HL10476,Document Collection,Completed,2/9/2024,
HL10476,Credit Check,Completed,2/18/2024,
HL10476,Property Valuation,Completed,2/25/2024,
HL10476,Legal Verification,Completed,2/26/2024,
HL10476,Sanction Approved,Completed,3/1/2024,
HL10476,Loan Disbursed,Completed,3/3/2024,
HL10477,Lead Contacted,Completed,6/8/2024,
HL10477,Lead Qualified,Completed,6/9/2024,
HL10477,Document Collection,Completed,6/14/2024,
HL10477,Credit Check,Completed,6/22/2024,
HL10477,Property Valuation,Completed,6/30/2024,
HL10477,Legal Verification,Dropped,7/8/2024,Document incomplete
HL10477,Sanction Approved,Pending,7/17/2024,
HL10477,Loan Disbursed,Pending,7/19/2024,
HL10478,Lead Contacted,Completed,1/9/2024,
HL10478,Lead Qualified,Completed,1/14/2024,
HL10478,Document Collection,Completed,1/22/2024,
HL10478,Credit Check,Completed,1/24/2024,
HL10478,Property Valuation,Completed,1/29/2024,
HL10478,Legal Verification,Completed,1/31/2024,
HL10478,Sanction Approved,Completed,2/7/2024,
HL10478,Loan Disbursed,Completed,2/8/2024,
HL10479,Lead Contacted,Completed,5/5/2024,
HL10479,Lead Qualified,Completed,5/9/2024,
HL10479,Document Collection,Completed,5/10/2024,
HL10479,Credit Check,Completed,5/18/2024,
HL10479,Property Valuation,Completed,5/20/2024,
HL10479,Legal Verification,Dropped,5/28/2024,Low eligibility
HL10479,Sanction Approved,Pending,6/3/2024,
HL10479,Loan Disbursed,Pending,6/7/2024,
HL10480,Lead Contacted,Completed,10/6/2024,
HL10480,Lead Qualified,Completed,10/15/2024,
HL10480,Document Collection,Completed,10/21/2024,
HL10480,Credit Check,Completed,10/22/2024,
HL10480,Property Valuation,Dropped,10/25/2024,Changed mind
HL10480,Legal Verification,Pending,11/2/2024,
HL10480,Sanction Approved,Pending,11/9/2024,
HL10480,Loan Disbursed,Pending,11/16/2024,
HL10481,Lead Contacted,Completed,1/25/2024,
HL10481,Lead Qualified,Completed,1/29/2024,
HL10481,Document Collection,Completed,2/4/2024,
HL10481,Credit Check,Completed,2/7/2024,
HL10481,Property Valuation,Completed,2/8/2024,
HL10481,Legal Verification,Completed,2/9/2024,
HL10481,Sanction Approved,Completed,2/17/2024,
HL10481,Loan Disbursed,Dropped,2/23/2024,Changed mind
HL10482,Lead Contacted,Completed,7/21/2024,
HL10482,Lead Qualified,Completed,7/25/2024,
HL10482,Document Collection,Completed,7/28/2024,
HL10482,Credit Check,Completed,8/1/2024,
HL10482,Property Valuation,Dropped,8/3/2024,High FOIR
HL10482,Legal Verification,Pending,8/5/2024,
HL10482,Sanction Approved,Pending,8/6/2024,
HL10482,Loan Disbursed,Pending,8/8/2024,
HL10483,Lead Contacted,Completed,3/2/2024,
HL10483,Lead Qualified,Completed,3/6/2024,
HL10483,Document Collection,Completed,3/8/2024,
HL10483,Credit Check,Completed,3/14/2024,
HL10483,Property Valuation,Completed,3/21/2024,
HL10483,Legal Verification,Completed,3/24/2024,
HL10483,Sanction Approved,Completed,4/1/2024,
HL10483,Loan Disbursed,Completed,4/9/2024,
HL10484,Lead Contacted,Completed,4/11/2024,
HL10484,Lead Qualified,Completed,4/15/2024,
HL10484,Document Collection,Completed,4/20/2024,
HL10484,Credit Check,Completed,4/29/2024,
HL10484,Property Valuation,Completed,5/3/2024,
HL10484,Legal Verification,Completed,5/7/2024,
HL10484,Sanction Approved,Completed,5/16/2024,
HL10484,Loan Disbursed,Completed,5/24/2024,
HL10485,Lead Contacted,Completed,1/28/2024,
HL10485,Lead Qualified,Completed,2/2/2024,
HL10485,Document Collection,Completed,2/7/2024,
HL10485,Credit Check,Completed,2/11/2024,
HL10485,Property Valuation,Completed,2/18/2024,
HL10485,Legal Verification,Completed,2/22/2024,
HL10485,Sanction Approved,Completed,2/27/2024,
HL10485,Loan Disbursed,Completed,3/2/2024,
HL10486,Lead Contacted,Completed,1/20/2025,
HL10486,Lead Qualified,Dropped,1/21/2025,Customer not reachable
HL10486,Document Collection,Pending,1/27/2025,
HL10486,Credit Check,Pending,1/29/2025,
HL10486,Property Valuation,Pending,2/2/2025,
HL10486,Legal Verification,Pending,2/8/2025,
HL10486,Sanction Approved,Pending,2/13/2025,
HL10486,Loan Disbursed,Pending,2/19/2025,
HL10487,Lead Contacted,Completed,12/20/2024,
HL10487,Lead Qualified,Dropped,12/21/2024,High FOIR
HL10487,Document Collection,Pending,12/29/2024,
HL10487,Credit Check,Pending,1/6/2025,
HL10487,Property Valuation,Pending,1/9/2025,
HL10487,Legal Verification,Pending,1/16/2025,
HL10487,Sanction Approved,Pending,1/25/2025,
HL10487,Loan Disbursed,Pending,2/2/2025,
HL10488,Lead Contacted,Completed,7/13/2024,
HL10488,Lead Qualified,Completed,7/20/2024,
HL10488,Document Collection,Completed,7/25/2024,
HL10488,Credit Check,Completed,7/29/2024,
HL10488,Property Valuation,Completed,7/31/2024,
HL10488,Legal Verification,Completed,8/1/2024,
HL10488,Sanction Approved,Completed,8/10/2024,
HL10488,Loan Disbursed,Completed,8/11/2024,
HL10489,Lead Contacted,Completed,8/31/2024,
HL10489,Lead Qualified,Completed,9/6/2024,
HL10489,Document Collection,Dropped,9/10/2024,Low eligibility
HL10489,Credit Check,Pending,9/13/2024,
HL10489,Property Valuation,Pending,9/22/2024,
HL10489,Legal Verification,Pending,9/26/2024,
HL10489,Sanction Approved,Pending,10/4/2024,
HL10489,Loan Disbursed,Pending,10/5/2024,
HL10490,Lead Contacted,Completed,1/27/2025,
HL10490,Lead Qualified,Completed,1/28/2025,
HL10490,Document Collection,Completed,2/2/2025,
HL10490,Credit Check,Completed,2/6/2025,
HL10490,Property Valuation,Completed,2/10/2025,
HL10490,Legal Verification,Completed,2/14/2025,
HL10490,Sanction Approved,Completed,2/19/2025,
HL10490,Loan Disbursed,Completed,2/28/2025,
HL10491,Lead Contacted,Completed,10/12/2024,
HL10491,Lead Qualified,Completed,10/15/2024,
HL10491,Document Collection,Completed,10/21/2024,
HL10491,Credit Check,Dropped,10/22/2024,High FOIR
HL10491,Property Valuation,Pending,10/23/2024,
HL10491,Legal Verification,Pending,10/27/2024,
HL10491,Sanction Approved,Pending,10/31/2024,
HL10491,Loan Disbursed,Pending,11/6/2024,
HL10492,Lead Contacted,Completed,8/20/2024,
HL10492,Lead Qualified,Completed,8/29/2024,
HL10492,Document Collection,Completed,9/5/2024,
HL10492,Credit Check,Completed,9/7/2024,
HL10492,Property Valuation,Dropped,9/14/2024,Document incomplete
HL10492,Legal Verification,Pending,9/17/2024,
